case_type,location,urgency_level,budget,preferred_language,case_complexity_score,specialization,city,experience,success_rate,rating,consultation_fee,availability,match
Property,Pune,2,29416,Bengali,0.02956473558911455,Corporate,Kolkata,10.672813747181294,0.7276883362552681,3.5793781177424773,5301,1,0
Divorce,Pune,3,25595,Kannada,0.08533942778125474,Corporate,Chennai,5.247302593775455,0.8216740442547402,3.8943305122161926,7731,1,0
Divorce,Mumbai,5,29942,Telugu,0.22775893570537936,Civil,Chennai,6.705297200493842,0.6549889619405573,3.933437524310121,6388,1,0
Fraud,Hyderabad,1,21460,Kannada,0.09671619207518174,Family,Kolkata,8.256741145672565,0.7981285123051414,4.098847546045576,24036,1,0
Divorce,Hyderabad,3,33536,English,0.4932287630220595,Civil,Kolkata,9.568074909637573,0.8488408604202625,3.7145100573333605,23827,0,0
Fraud,Pune,2,18334,Telugu,0.5430552140818359,Corporate,Delhi,0.7153050614396825,0.7728472623997343,4.057048866368104,9786,1,0
Fraud,Kolkata,3,36941,English,0.6577820055550784,Tax,Kolkata,9.918395343512064,0.686588946148817,4.3339581981929625,19070,1,0
Corporate,Mumbai,1,24588,Hindi,0.10122622310233165,Civil,Bengaluru,5.769762377189625,0.873786036634194,4.989177049753396,13525,1,0
Contract,Kolkata,5,16928,Telugu,0.6970504412642878,Tax,Pune,10.733728110457008,0.8348506057338206,4.06050829317894,22919,1,0
Fraud,Chennai,3,10566,English,0.7874404005495624,Corporate,Kolkata,19.103723504580447,0.8677844920598794,4.694288397227629,26621,1,0
Corporate,Mumbai,5,13536,Hindi,0.6037329711445811,Family,Kolkata,3.79658058938863,0.8818043071330363,4.536038104130951,8625,1,0
Divorce,Delhi,1,12325,Bengali,0.26558537945273736,Family,Delhi,7.720690062908873,0.7078890208804359,4.253945635060593,10780,1,1
Fraud,Mumbai,3,19290,Marathi,0.23790418691926615,Criminal,Bengaluru,6.205889743989113,0.9218561568627994,4.235094995565049,5514,1,1
Tax,Pune,4,9808,Tamil,0.371103936195482,Corporate,Bengaluru,5.3616006542616965,0.8952017958234025,3.9376780195317096,21719,1,0
Tax,Mumbai,4,30342,Bengali,0.5909890040754145,Corporate,Hyderabad,2.226625232096657,0.6793189856190612,4.727612067145118,16312,0,0
Corporate,Mumbai,1,20885,English,0.07393817246502905,Criminal,Hyderabad,8.733756870432611,0.6444480746468086,3.773155616539415,8322,1,0
Tax,Pune,4,20561,Bengali,0.28881383761455565,Family,Chennai,3.4422820978553235,0.7661214362266381,4.600356037889585,23410,1,0
Corporate,Delhi,1,10676,Tamil,0.6880908740344693,Family,Chennai,16.332080245180464,0.6221073953595347,3.7015088513944883,8719,1,0
Divorce,Mumbai,3,13847,Telugu,0.39314051515468024,Criminal,Chennai,9.631752822532881,0.7157896677209347,4.203943980867928,9456,0,0
Tax,Pune,1,3000,Marathi,0.4350449033344035,Corporate,Kolkata,1.751563603353513,0.874288292736082,4.758221818112261,17460,1,0
Fraud,Kolkata,1,32942,Tamil,0.3592326584963275,Family,Hyderabad,9.872693172175568,0.6533583018796111,4.4120725324944905,5035,0,0
Contract,Chennai,4,8658,Kannada,0.44080920097920645,Criminal,Kolkata,8.548108574606013,0.43858563543443346,3.6603385532784776,10515,0,0
Contract,Pune,4,9264,Telugu,0.673417797359409,Civil,Delhi,2.4061225575113916,0.7098901320220751,3.9353494142410383,19878,0,0
Fraud,Pune,5,31305,Tamil,0.26026007281628516,Corporate,Delhi,7.842600319680496,0.5992633370913776,3.490316342554684,5204,1,0
Criminal,Bengaluru,4,23100,English,0.39703843435393,Family,Delhi,9.112260696727674,0.8107790198626197,4.165347029469401,17746,0,0
Corporate,Pune,3,20965,Hindi,0.19638084522484817,Civil,Mumbai,18.79128772373624,0.7325246522127539,4.764118081558434,24961,1,0
Fraud,Hyderabad,1,22722,Tamil,0.343755825464764,Criminal,Bengaluru,2.5492916205304246,0.5682731327027946,4.485480704524272,17626,1,0
Fraud,Hyderabad,4,27631,Bengali,0.5999283480049409,Family,Pune,9.844366605992985,0.6923414912144031,4.633807259819301,17038,1,0
Criminal,Kolkata,2,20799,Hindi,0.2668387455938621,Criminal,Chennai,2.185130670502466,0.8928423837006813,4.506983386654354,18485,1,0
Property,Hyderabad,1,7651,Kannada,0.14244882006093312,Family,Bengaluru,6.31174856551864,0.7149914848163458,3.465898061204881,13013,1,0
Divorce,Pune,4,25865,English,0.5765448892474788,Tax,Hyderabad,3.023633742985351,0.6769304472214864,4.611232994852859,16405,1,0
Tax,Delhi,3,23378,Tamil,0.24509246469065354,Tax,Mumbai,15.291263502327876,0.6191844143315743,3.1757348067725357,19265,1,1
Fraud,Pune,1,29372,Marathi,0.2582280523642057,Corporate,Kolkata,14.458791720329652,0.7818764077428664,3.7238621204247124,15749,1,0
Contract,Bengaluru,3,10007,Telugu,0.05752036515914603,Tax,Kolkata,13.626166244347402,0.8805748302427754,4.520307589199879,20693,0,0
Criminal,Hyderabad,4,14165,Marathi,0.27468964349922853,Corporate,Delhi,4.895676388587299,0.4900684942025399,3.016161292096773,17019,0,0
Criminal,Delhi,3,23136,Telugu,0.16578957105467002,Criminal,Bengaluru,3.8422333816735517,0.6268206882716438,4.537560932160447,8297,1,0
Contract,Bengaluru,4,12443,Bengali,0.4994307668992783,Corporate,Delhi,8.116221921837337,0.538137202725211,4.076275310165551,11232,0,0
Contract,Kolkata,3,3000,Kannada,0.789875277897863,Corporate,Chennai,17.35823502572096,0.7557369286378879,4.011677791298724,11228,1,0
Criminal,Pune,2,21578,Telugu,0.3212942207733487,Family,Bengaluru,13.065737761027227,0.6809003591833854,3.5775908826051377,12447,1,0
Tax,Kolkata,2,27160,Hindi,0.14163925553816853,Criminal,Kolkata,20.324081571292744,0.9360110377503911,2.7121338109439113,14876,1,0
Divorce,Kolkata,2,18968,Bengali,0.7602220746488,Criminal,Kolkata,6.45137485169611,0.5725708811585445,3.975024366289997,3868,0,0
Criminal,Kolkata,5,24385,Tamil,0.45671255421943463,Tax,Delhi,7.980617700342834,0.9090436666049537,4.4410373182105465,21911,1,0
Property,Bengaluru,2,23226,Telugu,0.8856207826736088,Tax,Delhi,11.62607736629289,0.5093951403253237,4.980435129219816,17611,1,0
Tax,Delhi,4,20083,Kannada,0.20643233412318704,Civil,Kolkata,7.719142972333918,0.6958051935533717,4.5249987195443815,14399,0,0
Divorce,Chennai,2,21087,English,0.5392064352208489,Family,Delhi,7.725519845076578,0.4916717067249257,5.0,18169,0,0
Property,Pune,3,30793,Hindi,0.15534905285027145,Family,Hyderabad,2.912606021477762,0.8813040166541631,3.9444250040762214,13095,1,0
Property,Delhi,4,12285,Tamil,0.23121243990183502,Tax,Chennai,3.6868031058918884,0.7914817862645385,3.538718188784502,17657,1,0
Contract,Pune,3,26184,Telugu,0.08752305411228999,Criminal,Kolkata,19.55644047077332,0.7544718364027778,4.393526695578571,17837,1,0
Divorce,Bengaluru,4,10552,Tamil,0.4090137052470981,Corporate,Mumbai,5.303042095980616,0.620623126744859,5.0,14388,1,0
Divorce,Mumbai,5,13641,Telugu,0.5328862883079857,Family,Hyderabad,13.567316328449333,0.40465722285611133,4.213665554471497,13523,1,1
Corporate,Kolkata,5,29567,Tamil,0.3088904231930443,Civil,Hyderabad,0.0,0.8075288346920791,3.2935234288601265,19644,0,0
Tax,Pune,5,10321,Marathi,0.5450622869398006,Civil,Delhi,8.285488472124959,0.8794350964000578,3.7635160114123503,20223,0,0
Corporate,Bengaluru,1,18067,Marathi,0.36873031618187363,Family,Chennai,2.8027651373119253,0.5069005556851734,4.287006415198981,17801,1,0
Corporate,Mumbai,4,38890,Telugu,0.06571732979889809,Civil,Chennai,6.941413692682271,0.8212202471075825,4.3696501145247915,17043,0,0
Contract,Mumbai,4,28204,Telugu,0.1984102552249791,Tax,Kolkata,12.652192215674177,0.6766025725383686,3.991995091649698,23350,1,0
Corporate,Pune,3,14102,Kannada,0.23913522575203358,Tax,Kolkata,6.559772825753856,0.8512609304739315,3.7915750290583228,17408,1,0
Fraud,Hyderabad,2,15473,Bengali,0.5420284427172044,Criminal,Chennai,17.609687148759143,0.8523780034915571,3.60392613868419,7905,1,1
Contract,Chennai,1,18639,Tamil,0.16972060285814775,Civil,Delhi,9.669387584125577,0.7216406949749075,3.885355262208764,11867,1,0
Divorce,Bengaluru,5,30495,English,0.2788273764946769,Criminal,Delhi,9.009735934608365,0.5029548062054346,4.099545702441617,19538,1,0
Property,Mumbai,5,11986,Kannada,0.5006374177539119,Civil,Kolkata,6.221996386119035,0.5642721509294778,4.272971968383947,11414,1,1
Contract,Kolkata,1,11502,Marathi,0.395190507926595,Family,Hyderabad,3.6429713109045228,0.7187155018204414,3.5141837250948322,23325,1,0
Fraud,Chennai,3,25706,Bengali,0.5843623450723429,Civil,Pune,4.392491365649809,0.7101866207189298,4.448253753844489,21340,1,0
Divorce,Hyderabad,3,6550,Bengali,0.715973307422878,Tax,Chennai,10.446857321929828,0.8594841714772662,3.5043214911068064,9914,0,0
Divorce,Delhi,1,12711,Kannada,0.19825911217247777,Tax,Hyderabad,4.224025778411299,0.8473144943899126,3.6061467649334307,6727,0,0
Tax,Delhi,3,19319,Tamil,0.5609182976849193,Corporate,Chennai,6.656652842789734,0.6396060529436575,3.8319231105401093,16511,0,0
Fraud,Mumbai,5,19729,Hindi,0.40934772050302776,Tax,Delhi,6.3435543713198825,0.8380900109289295,4.449606311887856,3261,0,0
Divorce,Kolkata,2,9083,Bengali,0.7430380212725001,Civil,Delhi,16.435482719288977,0.6191320488653652,5.0,13819,1,0
Criminal,Delhi,4,22829,Tamil,0.1711300432223067,Family,Hyderabad,8.812594425812412,0.8334234978387639,3.5177209148121564,24331,1,0
Corporate,Chennai,5,24430,Kannada,0.36677672153217744,Criminal,Pune,9.384396794653245,0.5363489036104865,4.647382192277952,6822,1,0
Corporate,Chennai,3,14700,Marathi,0.24701163467047868,Criminal,Bengaluru,3.715877944010046,0.6653275145684548,3.5542041061186964,5020,1,0
Tax,Mumbai,1,33286,English,0.1809482657449124,Family,Mumbai,3.7667721572226167,0.5147088043845808,4.741154126286459,15764,1,0
Fraud,Chennai,2,22716,Telugu,0.41658197271355923,Family,Delhi,2.829883803496342,0.5636477094760184,4.070494230880587,10425,1,0
Contract,Delhi,1,11961,Kannada,0.2357520037885082,Corporate,Pune,7.4529035640795165,0.8320270954232788,3.358497505989625,11732,1,0
Criminal,Hyderabad,2,32966,Tamil,0.2219073235388095,Criminal,Chennai,0.0,0.8346885398880586,4.858144547134575,23907,1,1
Contract,Delhi,4,15813,Kannada,0.4368284468603332,Family,Pune,11.757981634596854,0.7558312304502717,3.7125030488373465,14353,0,0
Property,Bengaluru,2,21430,Tamil,0.6688115146254721,Criminal,Bengaluru,10.2874216790855,0.7989598393630118,3.6723029475055364,17209,1,0
Contract,Hyderabad,3,16105,English,0.6086162170973077,Family,Hyderabad,1.9049857045350826,0.8189411090037556,4.273378863901672,22336,1,0
Criminal,Pune,5,24993,Telugu,0.2547614513811564,Civil,Pune,6.810580142961905,0.7798042001172221,3.7373344844402854,9569,1,0
Divorce,Bengaluru,2,16147,Telugu,0.25039015764726047,Tax,Kolkata,13.781908452413619,0.6643789030710346,3.950108810373724,12009,1,0
Property,Delhi,5,16633,Telugu,0.42987795467118267,Family,Bengaluru,7.803772003406032,0.7140194272665134,3.9178391007149322,23030,1,0
Contract,Bengaluru,2,18720,English,0.44594763041030494,Civil,Mumbai,1.7587078199454123,0.5777577714667445,4.8846780588578405,15469,0,0
Divorce,Delhi,4,15984,English,0.23299948477140095,Civil,Hyderabad,14.012785878519562,0.7972653790871365,3.057130235538287,22809,1,0
Tax,Bengaluru,1,28574,Telugu,0.3726950565307802,Family,Chennai,13.048889487520965,0.9154681288673923,3.4764596306912927,11250,1,0
Divorce,Mumbai,2,9937,Marathi,0.6448235664563272,Criminal,Mumbai,14.09723131507105,0.5921971748456784,4.357547386571334,12946,1,0
Tax,Bengaluru,5,19702,Bengali,0.4116905948312941,Civil,Delhi,3.0860510541927475,0.7114069130659402,4.464204435228924,22006,0,0
Contract,Hyderabad,3,20715,Marathi,0.3533804292576807,Civil,Kolkata,23.591418176584586,0.8628963870333928,4.163153685709317,28635,1,0
Corporate,Hyderabad,3,19002,Bengali,0.757540874769677,Civil,Bengaluru,9.762060556123297,0.8811675504558759,3.1109987137374695,7178,1,0
Property,Mumbai,3,27746,Bengali,0.4954097324640836,Tax,Mumbai,7.640036698371651,0.6693432058830945,4.005333517789245,25893,1,0
Fraud,Mumbai,2,7968,Kannada,0.480489328101968,Family,Chennai,9.516353983279917,0.9374332160433775,3.1882215227864648,15048,1,0
Criminal,Chennai,5,24543,English,0.17851554506692477,Corporate,Kolkata,12.265237994573816,0.8724925759169866,5.0,21782,1,0
Criminal,Mumbai,2,10040,Telugu,0.3364627119533687,Criminal,Kolkata,15.79461611783163,0.8870889100570593,4.323905272765584,13912,0,0
Property,Mumbai,1,15929,Marathi,0.623482736988915,Tax,Kolkata,3.7630416014856785,0.9475838625698078,3.7137114764155017,17743,1,0
Corporate,Hyderabad,5,9218,Telugu,0.015244731184755072,Corporate,Kolkata,6.340446451400813,0.7918095692165644,5.0,25473,1,0
Tax,Kolkata,1,17343,Hindi,0.43119240679743076,Family,Mumbai,4.105682605902237,0.7595098204063785,5.0,28447,0,0
Property,Pune,5,15374,English,0.505489030038336,Civil,Mumbai,0.0,0.8832939560913009,4.8107682933619635,17655,1,0
Contract,Mumbai,2,33106,Telugu,0.4371890475560427,Civil,Delhi,9.271724770659898,0.5186001794402662,4.788840570789166,11048,0,0
Property,Hyderabad,1,21930,Telugu,0.2879959399343293,Tax,Delhi,12.707928453109144,0.5090787312495896,3.8025319115618568,14893,0,0
Criminal,Pune,2,23518,Marathi,0.4763997237648637,Criminal,Pune,4.0573523706850345,0.7407485644738869,4.640781150339987,1000,1,1
Property,Bengaluru,4,11139,Marathi,0.6115438271841629,Civil,Kolkata,4.707248932184215,0.7976008525692388,3.7263262983304224,25878,0,0
Fraud,Kolkata,3,25920,English,0.2418986929214829,Criminal,Pune,4.728817062145786,0.7829477042728479,4.702945193092441,18794,0,0
Corporate,Mumbai,1,33105,Tamil,0.5183586573413678,Family,Bengaluru,12.93321911508869,0.612646021646975,4.301976563146477,13527,1,0
Fraud,Delhi,2,26959,Bengali,0.6722048168793643,Criminal,Hyderabad,5.37578898259688,0.5585810276767348,4.880453776033546,13846,1,1
Property,Hyderabad,2,9503,Tamil,0.46756427868703887,Family,Pune,0.0,0.5402075128699898,4.3709219750775565,9600,0,0
Contract,Delhi,4,16286,Bengali,0.48095619391848304,Family,Pune,8.399162714330304,0.7588731007646216,4.323482986563932,21836,1,0
Divorce,Mumbai,5,20867,English,0.23376358231680958,Criminal,Bengaluru,5.817057651267303,0.7427082705571254,3.586816169713592,13960,1,0
Tax,Hyderabad,2,15382,Telugu,0.7962656289254474,Corporate,Mumbai,2.663794592989685,0.81785462791703,3.1700314727249213,18156,1,0
Divorce,Chennai,5,40263,Bengali,0.3157223406923137,Civil,Kolkata,8.056757440114303,0.44376288633140965,3.4561233311166717,12074,1,0
Fraud,Kolkata,3,16141,Marathi,0.09117943453785221,Civil,Mumbai,8.897347679329993,0.6904215965587348,2.433503383866404,12320,1,0
Tax,Bengaluru,1,19653,Hindi,0.64532473930904,Tax,Chennai,6.4643278327352105,0.7500785563694373,4.06200228805487,17889,1,0
Property,Pune,2,15198,Bengali,0.07045100981720982,Criminal,Bengaluru,7.13639558641816,0.8288690796003229,4.183151879425713,18404,1,0
Divorce,Pune,5,21853,Telugu,0.269318186551937,Family,Chennai,0.0,0.6942410634177476,3.408627044624447,16550,1,1
Criminal,Kolkata,5,31058,Marathi,0.7343574730922157,Civil,Mumbai,3.106229409401724,0.5904631099707298,4.998124591692154,11719,1,0
Divorce,Hyderabad,4,20918,Telugu,0.3515811120533422,Corporate,Mumbai,9.435610624812885,0.5799705989997431,4.747801816581506,5878,1,0
Tax,Mumbai,2,18247,Telugu,0.4104383960959087,Criminal,Bengaluru,11.568353363045413,0.878138772117293,4.181820331452701,16015,1,0
Corporate,Bengaluru,4,11408,Telugu,0.49671329955311716,Civil,Mumbai,4.089382592364515,0.8860727754554614,4.473582468112807,12435,1,0
Tax,Pune,4,29670,Telugu,0.6205717848346607,Family,Delhi,17.202352669053816,0.7316391055963305,4.012689218839795,10875,1,0
Property,Pune,4,18850,Kannada,0.3884531032040515,Tax,Kolkata,6.876999852805875,0.8003023112609751,4.596394914425766,30153,0,0
Divorce,Pune,3,18506,Marathi,0.43299477129194386,Tax,Pune,4.366814822622715,0.8150384024299986,3.9173971058372024,14263,1,0
Tax,Delhi,3,3000,Kannada,0.12197626839363851,Corporate,Bengaluru,8.785159976121143,0.8629971729323583,4.582688684759537,6248,1,0
Criminal,Delhi,5,18982,English,0.8097353759398243,Civil,Delhi,9.699054495145134,0.8788065436560264,3.662082414286435,14043,1,0
Tax,Hyderabad,5,16791,Kannada,0.7056094687684269,Civil,Chennai,8.196783031681464,0.8380346301441238,5.0,12405,1,0
Fraud,Delhi,3,5391,Tamil,0.25752511316806637,Family,Bengaluru,7.7713030602876145,0.5419833978453722,3.9373816074719747,13522,1,0
Fraud,Mumbai,2,27916,English,0.15745184742440793,Family,Pune,10.722488206341787,0.7139815419841768,3.3066182957289127,18864,1,0
Contract,Kolkata,3,15718,Telugu,0.5433942355109664,Tax,Pune,14.685346935424988,0.8408843495885077,3.331047569872685,5536,1,0
Corporate,Hyderabad,3,35164,Bengali,0.667752258696736,Corporate,Kolkata,3.09822127857165,0.8536642292381533,4.392681316692013,18868,0,0
Property,Delhi,4,31315,Telugu,0.582462582967011,Civil,Kolkata,3.862278599853818,0.7107663257075618,4.279146659420539,18626,1,1
Fraud,Kolkata,2,14240,Kannada,0.5012218136139038,Family,Chennai,8.407536677676301,0.6902484812945207,3.4884272138518213,10330,1,0
Contract,Kolkata,1,30954,Hindi,0.23022071818647305,Corporate,Mumbai,12.233695875839521,0.6792082322924491,4.586916052244315,7970,1,1
Divorce,Delhi,5,32884,Bengali,0.2617917193331953,Family,Pune,0.0,0.8911629277989985,4.213437826494441,20658,0,0
Fraud,Chennai,5,15527,Marathi,0.34501385093292636,Tax,Pune,8.682644079419578,0.7577861178032005,4.5486029736263935,14419,1,0
Fraud,Chennai,1,11738,Hindi,0.41054749486727476,Family,Mumbai,16.27274137909123,0.8117165361881717,3.6894584351572512,16112,1,0
Divorce,Pune,2,3000,Kannada,0.21775583982400734,Tax,Kolkata,9.251951132056114,0.9304890524265248,3.95946530850337,15598,1,0
Divorce,Pune,3,23043,Bengali,0.21720727057604988,Corporate,Mumbai,10.830365563732316,0.7560394732333621,4.5389249337263795,24502,0,0
Corporate,Chennai,4,12213,Bengali,0.5919454756360574,Corporate,Pune,8.518702675305855,0.6196412393273432,5.0,8152,0,0
Divorce,Delhi,4,23283,Marathi,0.35928498890920485,Civil,Hyderabad,9.44417257783259,0.7487051482162638,3.5674743908389113,20895,1,0
Fraud,Delhi,2,15457,Marathi,0.4694566473831541,Criminal,Bengaluru,11.428527971880238,0.9051305488113002,3.9098468364328602,14849,1,1
Corporate,Bengaluru,2,13762,Tamil,0.566356754388892,Corporate,Mumbai,4.043997418289148,0.6624442274151353,2.693870016044041,5125,1,1
Tax,Pune,3,15508,Hindi,0.3915451822362845,Civil,Bengaluru,1.3280116731185236,0.7254604149779175,4.338586369879055,12979,0,0
Divorce,Hyderabad,2,9601,English,0.24700695408453394,Corporate,Pune,10.892930844983185,0.7331311580990421,2.9904767422189082,21125,1,0
Corporate,Pune,3,15504,Telugu,0.519278080454731,Family,Chennai,8.213819776942447,0.5088282976874293,3.5717704528389014,19896,1,0
Divorce,Chennai,2,14107,Hindi,0.34909541674800065,Family,Bengaluru,17.368691273910258,0.730290946856262,4.060752535272507,11768,0,0
Corporate,Mumbai,1,19886,Bengali,0.20407362621266265,Tax,Bengaluru,0.9794289399194875,0.7124761211246411,3.627830266227072,16214,0,0
Corporate,Hyderabad,4,20834,Marathi,0.658103273511484,Corporate,Pune,12.610834845609702,0.7796038143504724,4.46434717001282,18431,1,1
Criminal,Delhi,4,11430,Telugu,0.5827990942827045,Tax,Hyderabad,3.0887277134760414,0.636963728254458,4.6550751672634325,11638,1,0
Corporate,Mumbai,2,28806,Telugu,0.44096562362228575,Corporate,Chennai,9.042145867271692,0.9001863386607487,3.9536750423509375,18586,1,1
Tax,Hyderabad,3,18723,Marathi,0.3825051366507931,Tax,Chennai,11.308821618313699,0.9052687083624924,3.7221823680442063,23803,0,0
Divorce,Delhi,3,32019,Kannada,0.36385464468010553,Corporate,Delhi,7.993895668933152,0.8316109782033195,3.168708765958324,11466,1,0
Divorce,Pune,1,21928,Bengali,0.6095062123051793,Criminal,Kolkata,8.504671389190431,0.6094791844429491,4.002164950422322,12687,1,0
Divorce,Pune,3,20552,Marathi,0.09170207302289389,Criminal,Hyderabad,7.336743296561542,0.8469270709842345,3.6846336601057583,19169,1,0
Fraud,Mumbai,3,16072,Kannada,0.41574260956697956,Civil,Chennai,8.198418238604862,0.8902662821270101,3.79438801706288,19747,1,0
Property,Bengaluru,5,24918,Marathi,0.4319766554243505,Criminal,Delhi,1.8682261350012679,0.6213173735119689,4.681575610304327,19183,1,0
Divorce,Chennai,2,20268,Bengali,0.6090545925241796,Family,Bengaluru,3.3769449711523123,0.743352506787253,3.7028544424679573,19630,1,1
Property,Pune,4,26867,Telugu,0.16406351048552048,Criminal,Kolkata,7.82895068858387,0.49290737614544156,3.0022691211165644,13703,1,0
Tax,Mumbai,2,32837,Hindi,0.0517628934827665,Corporate,Pune,8.281350854515466,0.7096763469819595,3.6208375649812163,17321,1,0
Criminal,Hyderabad,1,14185,Bengali,0.14554211719151036,Family,Delhi,7.487123652681641,0.8172982440426108,3.640157680279189,3017,1,0
Divorce,Delhi,2,24907,Hindi,0.25885981652152734,Civil,Hyderabad,2.6081167434286403,0.7408504489502789,2.877413191230891,15896,1,0
Tax,Kolkata,5,24680,Telugu,0.5589345064818859,Tax,Chennai,12.859692153705181,0.9572694273563254,5.0,23562,1,1
Property,Chennai,2,23664,English,0.39778053633911753,Corporate,Mumbai,9.538812714177585,0.6399787127900041,3.519931313892185,12664,0,0
Fraud,Hyderabad,5,16534,Marathi,0.22106399872076676,Tax,Kolkata,9.360863160742134,0.8640741266798667,3.958996138835999,17472,1,0
Fraud,Kolkata,4,16696,Bengali,0.5107702069713504,Criminal,Bengaluru,8.168357031663351,0.6246748493413902,4.437588452492142,11666,1,0
Fraud,Pune,4,15328,Telugu,0.30987558669389476,Tax,Bengaluru,2.8085259539577283,0.7590766007935754,4.844508283632186,21905,1,0
Criminal,Chennai,4,15170,English,0.09625163266056334,Criminal,Delhi,0.0,0.8140392177064896,4.39039533901173,25756,1,0
Contract,Pune,3,13279,Hindi,0.8814460224745967,Family,Bengaluru,8.309121358787586,0.8585639127791089,4.898729309240621,13453,0,0
Contract,Mumbai,4,19164,Kannada,0.041227879916300524,Criminal,Delhi,4.714400041161904,0.752603706872697,3.3372428719982983,10696,1,0
Contract,Bengaluru,1,13937,Telugu,0.11889278337089647,Corporate,Kolkata,5.070444287195084,0.8589827698724747,3.6664875731532973,13228,0,0
Criminal,Kolkata,4,23485,Marathi,0.34824383695905997,Tax,Bengaluru,11.4141211051008,0.6278242509640278,4.4309315582758675,18196,0,0
Property,Chennai,4,20455,Marathi,0.8663526500986233,Tax,Delhi,7.0603141068789625,0.7562478157848298,3.7349432665468383,8561,0,0
Fraud,Hyderabad,1,21352,Tamil,0.5459141788983426,Corporate,Bengaluru,11.249427292042416,0.72906702700631,3.455185918275979,9662,1,0
Divorce,Pune,3,17812,Kannada,0.3298424514734253,Tax,Kolkata,4.715891073730697,0.8437183855051319,3.600449086183685,7158,1,0
Contract,Pune,3,20551,English,0.45028077312294784,Tax,Delhi,6.327186762922864,0.5929094285761527,3.6438422080509865,13013,1,0
Corporate,Pune,2,18021,English,0.4666216200855673,Civil,Kolkata,7.313665270975582,0.7322110279791605,3.524927223291719,22352,1,0
Contract,Bengaluru,1,26236,Telugu,0.4733442421936986,Civil,Pune,0.0,0.6920564425893517,3.897486982661743,20591,0,0
Corporate,Hyderabad,1,16460,English,0.7943050000259831,Tax,Chennai,4.075444764092333,0.45667488390662136,3.0461136869082956,14640,1,0
Property,Hyderabad,2,23004,English,0.6391027850868111,Criminal,Delhi,14.763684319876806,0.42464427204778094,3.2455617457543475,15627,1,0
Divorce,Pune,2,9549,Kannada,0.5387518567314169,Corporate,Delhi,4.646804832093798,0.5943184612312331,4.218592052342605,18254,0,0
Tax,Pune,2,25696,English,0.4928651606276174,Tax,Bengaluru,8.774796973929897,0.44080610668217,3.6791783826619717,11378,0,0
Fraud,Hyderabad,4,15525,Hindi,0.6942592779160572,Family,Hyderabad,4.275246057559603,0.7247876026138173,3.9662650827002133,12137,1,0
Divorce,Bengaluru,3,12701,Marathi,0.5434857140166685,Criminal,Kolkata,4.350070174470826,0.7602786415363871,3.6039288539297294,1000,1,0
Fraud,Chennai,1,10889,Hindi,0.5463932844941864,Tax,Delhi,9.073815394105766,0.8963040800491662,4.6471702521553855,11608,1,0
Tax,Delhi,1,10256,Hindi,0.5219392107723826,Tax,Bengaluru,2.035519496921359,0.6258681644731703,3.4048443180655887,21643,1,0
Property,Bengaluru,4,16148,Marathi,0.5969922369314359,Civil,Delhi,11.919073730026998,0.5922691645258519,3.67460583470358,10969,1,1
Tax,Kolkata,5,31989,English,0.363367620092087,Tax,Kolkata,11.589557310288601,0.8001426180834423,4.576902232470279,14387,1,1
Corporate,Pune,5,14853,Telugu,0.43041823898500225,Civil,Mumbai,10.932784611336801,0.8822229722658219,4.4836005736422635,19158,1,0
Tax,Mumbai,4,3000,Tamil,0.218390181048976,Family,Chennai,0.0,0.8090752770477728,4.300297457043801,16867,1,0
Contract,Chennai,2,22923,English,0.3577533595286609,Tax,Chennai,8.1081325047363,0.8586257528042278,4.026324459105579,16557,1,0
Divorce,Kolkata,4,11085,Kannada,0.38152472153165634,Tax,Pune,17.369114189365803,0.7134896914285286,4.180003700200715,1927,1,0
Corporate,Mumbai,1,26518,Telugu,0.3139524560255238,Criminal,Kolkata,0.0,0.7761221163600219,3.6152722582825474,28524,1,0
Fraud,Pune,1,16631,Telugu,0.20779429514526068,Tax,Kolkata,16.003492029038448,0.7736888077068269,3.285197790721867,24733,0,0
Property,Chennai,1,17807,Tamil,0.9060821007103216,Civil,Delhi,0.0,0.845937050680836,4.5401998425543075,11173,1,1
Corporate,Chennai,1,29578,English,0.6866762903608178,Family,Delhi,10.81640581752702,0.6677704841462211,4.4103234041976815,10079,1,0
Divorce,Mumbai,2,24941,Kannada,0.6571182297231762,Criminal,Delhi,0.0,0.5967705520226965,4.041248086597608,12865,0,0
Contract,Kolkata,1,10028,Tamil,0.3808066249262272,Civil,Kolkata,8.92145509910104,0.6576503400850546,4.686007451341031,16410,1,0
Criminal,Chennai,5,11205,English,0.24509013787155154,Family,Mumbai,13.563088297967685,0.7187952726567661,4.647249000930653,25576,1,0
Divorce,Bengaluru,4,5731,Marathi,0.30570268424003705,Civil,Chennai,1.5345612964051085,0.7921559182109993,4.070983074794536,17305,1,0
Corporate,Chennai,4,40825,Tamil,0.12240572102457478,Corporate,Hyderabad,18.609733682287754,0.6827057256933954,4.517825460941369,17891,1,1
Contract,Hyderabad,1,13098,English,0.5495697889718505,Criminal,Hyderabad,2.3421797987052733,0.60900528387683,4.266437377815723,18483,1,0
Divorce,Pune,5,29358,Telugu,0.29362512275954994,Civil,Mumbai,9.73917711621826,0.8961625305144375,4.276690518226854,12746,1,0
Fraud,Delhi,1,15741,Marathi,0.8488888942611819,Civil,Chennai,2.7293766544138904,0.9282087963759833,3.7241010945328146,23426,0,0
